period,expense_head,amount,cost_center,basis,source_description,remarks
2026-04-01,Building Maintenance,11.81,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 245"
2026-05-01,Building Maintenance,11.81,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 245"
2026-06-01,Building Maintenance,11.81,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 245"
2026-07-01,Building Maintenance,11.81,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 245"
2025-10-01,Building Maintenance,11.81,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 246"
2025-11-01,Building Maintenance,11.81,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 246"
2025-12-01,Building Maintenance,11.81,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 246"
2026-01-01,Building Maintenance,11.81,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 246"
2026-02-01,Building Maintenance,11.81,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 246"
2026-03-01,Building Maintenance,11.81,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 246"
2026-04-01,Building Maintenance,11.81,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 246"
2026-05-01,Building Maintenance,11.81,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 246"
2026-06-01,Building Maintenance,11.81,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 246"
2026-07-01,Building Maintenance,11.81,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 246"
2025-10-01,Building Maintenance,11.81,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 247"
2025-11-01,Building Maintenance,11.81,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 247"
2025-12-01,Building Maintenance,11.81,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 247"
2026-01-01,Building Maintenance,11.81,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 247"
2026-02-01,Building Maintenance,11.81,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 247"
2026-03-01,Building Maintenance,11.81,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 247"
2026-04-01,Building Maintenance,11.81,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 247"
2026-05-01,Building Maintenance,11.81,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 247"
2026-06-01,Building Maintenance,11.81,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 247"
2026-07-01,Building Maintenance,11.81,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 247"
2025-10-01,Building Maintenance,11.81,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 248"
2025-11-01,Building Maintenance,11.81,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 248"
2025-12-01,Building Maintenance,11.81,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 248"
2026-01-01,Building Maintenance,11.81,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 248"
2026-02-01,Building Maintenance,11.81,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 248"
2026-03-01,Building Maintenance,11.81,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 248"
2026-04-01,Building Maintenance,11.81,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 248"
2026-05-01,Building Maintenance,11.81,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 248"
2026-06-01,Building Maintenance,11.81,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 248"
2026-07-01,Building Maintenance,11.81,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 248"
2025-10-01,Building Maintenance,11.81,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 249"
2025-11-01,Building Maintenance,11.81,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 249"
2025-12-01,Building Maintenance,11.81,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 249"
2026-01-01,Building Maintenance,11.81,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 249"
2026-02-01,Building Maintenance,11.81,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 249"
2026-03-01,Building Maintenance,11.81,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 249"
2026-04-01,Building Maintenance,11.81,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 249"
2026-05-01,Building Maintenance,11.81,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 249"
2026-06-01,Building Maintenance,11.81,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 249"
2026-07-01,Building Maintenance,11.81,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 249"
2025-10-01,Building Maintenance,11.81,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 250"
2025-11-01,Building Maintenance,11.81,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 250"
2025-12-01,Building Maintenance,11.81,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 250"
2026-01-01,Building Maintenance,11.81,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 250"
2026-02-01,Building Maintenance,11.81,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 250"
2026-03-01,Building Maintenance,11.81,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 250"
2026-04-01,Building Maintenance,11.81,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 250"
2026-05-01,Building Maintenance,11.81,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 250"
2026-06-01,Building Maintenance,11.81,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 250"
2026-07-01,Building Maintenance,11.81,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 250"
2025-10-01,Building Maintenance,11.81,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 251"
2025-11-01,Building Maintenance,11.81,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 251"
2025-12-01,Building Maintenance,11.81,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 251"
2026-01-01,Building Maintenance,11.81,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 251"
2026-02-01,Building Maintenance,11.81,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 251"
2026-03-01,Building Maintenance,11.81,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 251"
2026-04-01,Building Maintenance,11.81,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 251"
2026-05-01,Building Maintenance,11.81,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 251"
2026-06-01,Building Maintenance,11.81,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 251"
2026-07-01,Building Maintenance,11.81,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 251"
2025-10-01,Building Maintenance,11.81,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 252"
2025-11-01,Building Maintenance,11.81,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 252"
2025-12-01,Building Maintenance,11.81,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 252"
2026-01-01,Building Maintenance,11.81,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 252"
2026-02-01,Building Maintenance,11.81,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 252"
2026-03-01,Building Maintenance,11.81,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 252"
2026-04-01,Building Maintenance,11.81,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 252"
2026-05-01,Building Maintenance,11.81,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 252"
2026-06-01,Building Maintenance,11.81,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 252"
2026-07-01,Building Maintenance,11.81,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 252"
2025-10-01,Building Maintenance,11.81,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 253"
2025-11-01,Building Maintenance,11.81,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 253"
2025-12-01,Building Maintenance,11.81,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 253"
2026-01-01,Building Maintenance,11.81,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 253"
2026-02-01,Building Maintenance,11.81,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 253"
2026-03-01,Building Maintenance,11.81,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 253"
2026-04-01,Building Maintenance,11.81,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 253"
2026-05-01,Building Maintenance,11.81,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 253"
2026-06-01,Building Maintenance,11.81,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 253"
2026-07-01,Building Maintenance,11.81,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 253"
2025-10-01,Building Maintenance,11.81,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 254"
2025-11-01,Building Maintenance,11.81,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 254"
2025-12-01,Building Maintenance,11.81,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 254"
2026-01-01,Building Maintenance,11.81,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 254"
2026-02-01,Building Maintenance,11.81,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 254"
2026-03-01,Building Maintenance,11.81,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 254"
2026-04-01,Building Maintenance,11.81,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 254"
2026-05-01,Building Maintenance,11.81,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 254"
2026-06-01,Building Maintenance,11.81,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 254"
2026-07-01,Building Maintenance,11.81,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 254"
2025-10-01,Building Maintenance,33.20,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 255"
2025-11-01,Building Maintenance,33.20,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 255"
2025-12-01,Building Maintenance,33.20,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 255"
2026-01-01,Building Maintenance,33.20,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 255"
2026-02-01,Building Maintenance,33.20,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 255"
2026-03-01,Building Maintenance,33.20,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 255"
2026-04-01,Building Maintenance,33.20,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 255"
2026-05-01,Building Maintenance,33.20,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 255"
2026-06-01,Building Maintenance,33.20,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 255"
2026-07-01,Building Maintenance,33.20,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 255"
2025-10-01,Building Maintenance,58.94,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 256"
2025-11-01,Building Maintenance,58.94,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 256"
2025-12-01,Building Maintenance,58.94,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 256"
2026-01-01,Building Maintenance,58.94,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 256"
2026-02-01,Building Maintenance,58.94,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 256"
2026-03-01,Building Maintenance,58.94,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 256"
2026-04-01,Building Maintenance,58.94,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 256"
2026-05-01,Building Maintenance,58.94,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 256"
2026-06-01,Building Maintenance,58.94,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 256"
2026-07-01,Building Maintenance,58.94,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 256"
2025-10-01,Salary Watchmen,17.88,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 258"
2025-11-01,Salary Watchmen,17.88,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 258"
2025-12-01,Salary Watchmen,17.88,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 258"
2026-01-01,Salary Watchmen,17.88,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 258"
2026-02-01,Salary Watchmen,17.88,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 258"
2026-03-01,Salary Watchmen,17.88,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 258"
2026-04-01,Salary Watchmen,17.88,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 258"
2026-05-01,Salary Watchmen,17.88,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 258"
2026-06-01,Salary Watchmen,17.88,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 258"
2026-07-01,Salary Watchmen,17.88,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 258"
2025-10-01,Salary Watchmen,79.07,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 259; carries QAR -0.50 so the head ties to the books (the sheet's percentages do not add exactly)"
2025-11-01,Salary Watchmen,79.57,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 259"
2025-12-01,Salary Watchmen,79.57,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 259"
2026-01-01,Salary Watchmen,79.57,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 259"
2026-02-01,Salary Watchmen,79.57,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 259"
2026-03-01,Salary Watchmen,79.57,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 259"
2026-04-01,Salary Watchmen,79.57,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 259"
2026-05-01,Salary Watchmen,79.57,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 259"
2026-06-01,Salary Watchmen,79.57,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 259"
2026-07-01,Salary Watchmen,79.57,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 259"
2025-10-01,Salary Watchmen,33.36,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 260"
2025-11-01,Salary Watchmen,33.36,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 260"
2025-12-01,Salary Watchmen,33.36,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 260"
2026-01-01,Salary Watchmen,33.36,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 260"
2026-02-01,Salary Watchmen,33.36,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 260"
2026-03-01,Salary Watchmen,33.36,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 260"
2026-04-01,Salary Watchmen,33.36,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 260"
2026-05-01,Salary Watchmen,33.36,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 260"
2026-06-01,Salary Watchmen,33.36,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 260"
2026-07-01,Salary Watchmen,33.36,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 260"
2025-10-01,Salary Watchmen,14.72,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 261"
2025-11-01,Salary Watchmen,14.72,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 261"
2025-12-01,Salary Watchmen,14.72,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 261"
2026-01-01,Salary Watchmen,14.72,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 261"
2026-02-01,Salary Watchmen,14.72,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 261"
2026-03-01,Salary Watchmen,14.72,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 261"
2026-04-01,Salary Watchmen,14.72,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 261"
2026-05-01,Salary Watchmen,14.72,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 261"
2026-06-01,Salary Watchmen,14.72,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 261"
2026-07-01,Salary Watchmen,14.72,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 261"
2025-10-01,Salary Watchmen,19.62,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 262"
2025-11-01,Salary Watchmen,19.62,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 262"
2025-12-01,Salary Watchmen,19.62,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 262"
2026-01-01,Salary Watchmen,19.62,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 262"
2026-02-01,Salary Watchmen,19.62,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 262"
2026-03-01,Salary Watchmen,19.62,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 262"
2026-04-01,Salary Watchmen,19.62,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 262"
2026-05-01,Salary Watchmen,19.62,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 262"
2026-06-01,Salary Watchmen,19.62,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 262"
2026-07-01,Salary Watchmen,19.62,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 262"
2025-10-01,Salary Watchmen,51.02,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 263"
2025-11-01,Salary Watchmen,51.02,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 263"
2025-12-01,Salary Watchmen,51.02,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 263"
2026-01-01,Salary Watchmen,51.02,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 263"
2026-02-01,Salary Watchmen,51.02,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 263"
2026-03-01,Salary Watchmen,51.02,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 263"
2026-04-01,Salary Watchmen,51.02,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 263"
2026-05-01,Salary Watchmen,51.02,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 263"
2026-06-01,Salary Watchmen,51.02,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 263"
2026-07-01,Salary Watchmen,51.02,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 263"
2025-10-01,Salary Watchmen,17.01,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 264"
2025-11-01,Salary Watchmen,17.01,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 264"
2025-12-01,Salary Watchmen,17.01,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 264"
2026-01-01,Salary Watchmen,17.01,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 264"
2026-02-01,Salary Watchmen,17.01,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 264"
2026-03-01,Salary Watchmen,17.01,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 264"
2026-04-01,Salary Watchmen,17.01,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 264"
2026-05-01,Salary Watchmen,17.01,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 264"
2026-06-01,Salary Watchmen,17.01,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 264"
2026-07-01,Salary Watchmen,17.01,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 264"
2025-10-01,Salary Watchmen,13.63,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 265"
2025-11-01,Salary Watchmen,13.63,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 265"
2025-12-01,Salary Watchmen,13.63,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 265"
2026-01-01,Salary Watchmen,13.63,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 265"
2026-02-01,Salary Watchmen,13.63,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 265"
2026-03-01,Salary Watchmen,13.63,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 265"
2026-04-01,Salary Watchmen,13.63,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 265"
2026-05-01,Salary Watchmen,13.63,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 265"
2026-06-01,Salary Watchmen,13.63,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 265"
2026-07-01,Salary Watchmen,13.63,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 265"
2025-10-01,Salary Watchmen,13.73,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 266"
2025-11-01,Salary Watchmen,13.73,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 266"
2025-12-01,Salary Watchmen,13.73,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 266"
2026-01-01,Salary Watchmen,13.73,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 266"
2026-02-01,Salary Watchmen,13.73,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 266"
2026-03-01,Salary Watchmen,13.73,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 266"
2026-04-01,Salary Watchmen,13.73,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 266"
2026-05-01,Salary Watchmen,13.73,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 266"
2026-06-01,Salary Watchmen,13.73,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 266"
2026-07-01,Salary Watchmen,13.73,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 266"
2025-10-01,Salary Watchmen,15.26,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 267"
2025-11-01,Salary Watchmen,15.26,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 267"
2025-12-01,Salary Watchmen,15.26,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 267"
2026-01-01,Salary Watchmen,15.26,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 267"
2026-02-01,Salary Watchmen,15.26,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 267"
2026-03-01,Salary Watchmen,15.26,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 267"
2026-04-01,Salary Watchmen,15.26,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 267"
2026-05-01,Salary Watchmen,15.26,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 267"
2026-06-01,Salary Watchmen,15.26,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 267"
2026-07-01,Salary Watchmen,15.26,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 267"
2025-10-01,Salary Watchmen,6.98,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 268"
2025-11-01,Salary Watchmen,6.98,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 268"
2025-12-01,Salary Watchmen,6.98,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 268"
2026-01-01,Salary Watchmen,6.98,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 268"
2026-02-01,Salary Watchmen,6.98,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 268"
2026-03-01,Salary Watchmen,6.98,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 268"
2026-04-01,Salary Watchmen,6.98,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 268"
2026-05-01,Salary Watchmen,6.98,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 268"
2026-06-01,Salary Watchmen,6.98,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 268"
2026-07-01,Salary Watchmen,6.98,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 268"
2025-10-01,Salary Watchmen,6.98,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 269"
2025-11-01,Salary Watchmen,6.98,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 269"
2025-12-01,Salary Watchmen,6.98,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 269"
2026-01-01,Salary Watchmen,6.98,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 269"
2026-02-01,Salary Watchmen,6.98,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 269"
2026-03-01,Salary Watchmen,6.98,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 269"
2026-04-01,Salary Watchmen,6.98,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 269"
2026-05-01,Salary Watchmen,6.98,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 269"
2026-06-01,Salary Watchmen,6.98,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 269"
2026-07-01,Salary Watchmen,6.98,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 269"
2025-10-01,Salary Watchmen,6.98,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 270"
2025-11-01,Salary Watchmen,6.98,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 270"
2025-12-01,Salary Watchmen,6.98,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 270"
2026-01-01,Salary Watchmen,6.98,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 270"
2026-02-01,Salary Watchmen,6.98,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 270"
2026-03-01,Salary Watchmen,6.98,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 270"
2026-04-01,Salary Watchmen,6.98,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 270"
2026-05-01,Salary Watchmen,6.98,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 270"
2026-06-01,Salary Watchmen,6.98,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 270"
2026-07-01,Salary Watchmen,6.98,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 270"
2025-10-01,Salary Watchmen,6.98,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 271"
